GTS 2020 ID,GTS 2012 ID,Sample,Locality,Lat-Long,Lithostratigraphy,Age (Ma),± 2s analytical,± 2s total,Age Type,Primary radioisotopic age details,Zonal range assignment/clade,Zonal range assignment/zonation,Zonal range assignment/zone,Biostratigraphy,Reference
C14,,Trieb-1 volcanic ash bed,"~650 m southwest of Triebenreuth village; 1.0 m above the base of the lower division of the Triebenreuth Formation, Germany","50o10.658'N, 11o32.965'E",lower Triebenreuth Fm,503.14,± 0.13,± 0.59,206Pb/238U,Five single zircon grain analyses have a weighted mean 206Pb/238U age utilizing CA-TIMS and the ET535 spike.,trilobite,Gond-wanan,Drumian Stage,"Poorly preserved but relatively diverse, trilobite- dominated assemblage of eodiscinids, corynexochids and ptychopariids suggesting a traditional middle Middle Cambrian (middle Celtiberian Series) age are found roughly 40 m above the Triebenreuth volcaniclastic rocks.",Landing et al. (2014)
C13,C9,Comley ub volcanic ash bed,"200 m south of Comley Quarry, Comley village, Shropshire, England","52o33.670'N, 2o45.756'W","basal Quarry Ridge Grits, basalt Upper Comley Sandstone Fm",509.1,± 0.33,± 0.62,206Pb/238U,"Seven single zircon grain analyses yield a weighted mean 206Pb/238U age of 509.07 6 0.33 Ma, utilizing CA-TIMS and the ET535 spike.",trilobite,Avalonian,"P. harlani Zone, upper Stage 4, Series 2",Paradoxides harlani and other trilobites in immediately overlying beds indicate the P. harlani Biozone of Newfoundland,Harvey et al. (2011)
C12,C8,SoS-56.1 volcanic ash bed,"Somerset Street, Saint John, New Brunswick, Canada","45o16.765'N, 66o3.852'W","9.5 m above the base of the Hanford Brook Fm, middle Somerset St Mbr",508.05,± 1.13,± 2.75,207Pb/206Pb,Eight single zircon grains or small multigrain fractions yield a weighted mean 207Pb/206Pb age of 508.05 6 2.75 Ma [recalculated using the U decay constant ratio of (Mattinson (2010)],trilobite,Avalonian,"Protolenus howleyi Zone Late Branchian, Stage 4, Series 2","Protolenus cf. elegans Matthew, Ellipsocephalus cf. galeatus Matthew associated in same bed. Suggests an age for the base of Series 3 and Stage 5 of B507 Ma.",Landing et al. (1998)
C11,C7,Section Le-XI volcanic ash bed,"Section Le-XI, south of Taliwine n’ A ̈ıt-Al Mimoun in the upper Lemdad valley, Anti-Atlas, southern Morocco","30o47.822'N, 8o10.480'W",Upper Lemdad Fm,515.56,± 1.03,± 1.16,206Pb/238U,Five single zircon grains yield a weighted mean 206Pb/238U age of 515.56 6 1.16 Ma.,trilobite,Avalonian,"Antatlasia guttapluviae Zone, Banian Stage; Stage 3","A. guttapluviae Zone, based on detailed correlation to section Le-I, 8 km away. The trilobite, Berabichia vertumnia, a guide to the A. guttapluviae Zone, is 21 m higher in sequence. Lower Botomian.",Landing et al. (1998)
C10,C6,Comley lb volcanic ash bed,"200 m south of Comley Quarry, Comley village, Shropshire, England","52o33.670'N, 2o45.756'W","Several centimeters below the top of the Green Callavia Sandstone, uppermost Lower Comley Sandstone Fm",514.45,± 0.43,± 0.69,206Pb/238U,"Two single zircon grain analyses yield a weighted mean 206Pb/238U age of 514.38 6 0.43 Ma, utilizing CA-TIMS and the ET535 spike.",trilobite,Avalonian,Callavia Zone of upper Stage 3 of Series 2,Dated ash lies in the Callavia Zone of upper Stage 3 of Series 2,Harvey et al. (2011)
C9,,Purley Shale Formation bentonite,"NW corner of Woodlands Quarry, 200 m NNW of Hartshill Green (5 km NW of Nuneaton), Warwickshire, England","52o33.009'N, 1o31.401'W","Seven meters above the base of the Purley Shale Fm, Charnwood Block, Avalon Composite Terrane",517.22,± 0.40,± 0.66,206Pb/238U,"Five of nine single zircon grains (excluding four older grains) yield a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",trilobite,Avalonian,Fallotaspis or Callavia Zone of Stage 3 of Series 2,"Fossils of the underlying Home Farm Member (Hartshill Sandstone Formation) correlated to faunas of Siberian Tommotian-Atdabanian boundary, and with the Camenella baltica Biozone of Cape Breton Island and Newfoundland; fauna some 66 m above the base of the Purley Shale Formation includes Serrodiscus bellimarginatus and Strenuella sabulosa, correlated with the sabulosa Biozone at the base of Stage 4",Wiliams et al. (2013)
C8,,"Mudstone, sample 14CJ- 3","Xiaolantian section, Chengjiang County, eastern Yunnan, South China","24o40'53""N, 102o58'50""E","Maotianshan Shale, Yu’anshan Member, Chiungshussuan Fm, South China Block",≤ 518.03,± 0.69,± 0.71,206Pb/238U,Maximum depositional age from youngest single grain analyzed by CA-TIMS with the ET535 spike.,trilobite,South China,"Eoredlichia-Wutingaspis Zone, Nangaoan Stage (Stage 3)","Mudstone lies below the Chengjiang biota, and above the first occurrence of trilobites of the Parabadiella Zone",Yang et al. (2018)
C7,C5,Cwm Bach 1 volcanic ash bed,"Cwm Bach, near Newgale, Pembrokeshire, south Wales","51o51.822'N, 5o8.225'W","closely above only known fossiliferous horizon, Caerfai Bay Shales Fm",519.3,± 0.34,± 0.64,206Pb/238U,"Six single grain zircon analyses have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",trilobite,Avalonian,Fallotaspis Zone of lower Stage 3 of Series 2,Dated ash lies in the Fallotaspis Zone of lower Stage 3 of Series 2,Harvey et al. (2011)
C6,,M236 volcanic ash bed,"Oud Sdas section, Anti-Atlas, Morocco","30o23.600'N, 8o38.700'W",upper Lie de Vin Fm,520.93,± 0.21,± 0.57,206Pb/238U,"Six single grain zircon analyses have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",carbon isotopes,Morocco,below the Adtabanian-Tommotian boundary,Dated ash lies below the peak of a major positive δ13C excursion that is correlated with CIE IV of Siberia at the Adtabanian-Tommotian boundary; below the first occurrence of Fallotaspis Zone trilobites,Maloof et al. (2010)
C5,,M234 volcanic ash bed,"Oud Sdas section, Anti-Atlas, Morocco","30o23.486'N, 8o38.115'W",lower Lie de Vin Fm,523.17,± 0.22,± 0.57,206Pb/238U,"Ten of eleven single grain zircon analyses (excluding one older grain) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",carbon isotopes,Morocco,lower Tommotian,Dated ash lies below the peak of a major positive δ13C excursion that is correlated with CIE II of Siberia,Maloof et al. (2010)
C4,,M231 volcanic ash bed,"Oud Sdas section, Anti-Atlas, Morocco","30o22.229'N, 8o37.676'W","Tifnout Member, upper Adoudou Fm",524.84,± 0.18,± 0.56,206Pb/238U,Eight single zircon grains (five air-abraded and three chemically abraded) yield a weighted mean 206Pb/238U age utilizing the EARTHTIME-calibrated ET535 and MIT-1L spikes.,carbon isotopes,Morocco,Tommotian/Nemakit- Daldynian boundary; late Cordubian,"Dated ash lies at the zero-crossing on the descending limb of a major positive δ13C excursion, and is thus correlated to the Tommotian-Nemakit-Daldynian boundary",Maloof et al. (2010)
C3,C4,M223 volcanic ash bed,"Oud Sdas section, Anti-Atlas, Morocco","30o22.117'N, 8o36.907'W","Tifnout Member, upper Adoudou Fm",525.34,± 0.18,± 0.56,206Pb/238U,Twelve single zircon grains (six air-abraded and six chemically abraded) yield a weighted mean 206Pb/238U age utilizing the EARTHTIME-calibrated ET535 and MIT-1L spikes.,carbon isotopes,Morocco,Tommotian/Nemakit- Daldynian transition; late Cordubian,Dated ash lies at the peak of a major positive δ13C excursion that is correlated with a global excursion below the Tommotian-Nemakit-Daldynian boundary,Maloof et al. (2010)
C2,C3,Volcanic ash bed,"Somerset Street, Saint John, New Brunswick, Canada","45o16.765'N, 66o3.852'W",24.3 m above the base of the Chapel Island Formation of the Ratcliffe Brook Group,530.02,± 1.07,± 1.20,206Pb/238U,Three multigrain fractions yield a weighted mean 206Pb/238U age using physical abrasion and in-house MIT spike.,ichnofossil,,"Placentian Series, Fortunian Stage","Middle part of trace fossil zone Rusophycus avalonensis, Placentian Series",Isachsen et al. (1994)
C1,,17SWART7 ash 6 volcanic ash bed,"Swartkloofberg section, Witputs Subbasin, Nama Basin, southern Namibia","27o26'38.6""S, 16o33'31.4""E","Nomtsas Fm, Nama Group",538.58,± 0.19,± 0.63,206Pb/238U,"Three of nine single grain zircon analyses (excluding six older grains) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",ichnofossil,,basal Cambrian,"Above first occurrence of Cambrian advanced bilaterian- sourced trace fossils, represented by Streptichnus narbonnei and Treptichnus c.f. pedum.",Linnemann et al. (2019)
E26,,15UNA20 ash 5 volcanic ash bed,"Swartpunt section, Witputs Subbasin, Nama Basin, southern Namibia","27o28'27.4""S, 16o41'35.9""E","Urusis Fm, Upper Spitskopf Member, Schwarzrand Subgroup, Nama Group",538.99,± 0.21,± 0.63,206Pb/238U,"Three of eleven single grain zircon analyses (excluding eight older grains) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Nama Assemblage,"Below occurrences of Ediacaran rangeomorph/ erniettomorph biota, including Swartpuntia germsi and Pteridinium simplex, Nama Assemblage",Linnemann et al. (2019)
E25,,15UNA18 ash 3 volcanic ash bed,"Swartpunt section, Witputs Subbasin, Nama Basin, southern Namibia","27o28'27.1""S, 16o41'34.8""E","Urusis Fm, Upper Spitskopf Member, Schwarzrand Subgroup, Nama Group",539.52,± 0.14,± 0.61,206Pb/238U,"Five of eight single grain zircon analyses (excluding three older grains) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Nama Assemblage,"Below occurrences of Ediacaran rangeomorph/ erniettomorph biota, including Swartpuntia germsi and Pteridinium simplex, Nama Assemblage",Linnemann et al. (2019)
E24,,15UNA22 ash 1 volcanic ash bed,"Swartpunt section, Witputs Subbasin, Nama Basin, southern Namibia","27o28'22.9""S, 16o41'39.9""E","Urusis Fm, Upper Spitskopf Member, Schwarzrand Subgroup, Nama Group",540.1,± 0.10,± 0.60,206Pb/238U,"Five of six single grain zircon analyses (excluding one older grain) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Nama Assemblage,"Below occurrences of Ediacaran rangeomorph/ erniettomorph biota, including Swartpuntia germsi and Pteridinium simplex, Nama Assemblage",Linnemann et al. (2019)
E23,C1,BB5 volcanic ash bed,"Oman (3045 m depth, Birba-5 well)","18o09'57.7""N, 55o14'32.7""E","Ara Group, 1 m above base of A4 carbonate unit",541,± 0.29,± 0.63,206Pb/238U,"Eight single zircon grain analyses have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Nama Assemblage,Simultaneous occurrence of an extinction of Precambrian Namacalathus and Cloudina (Nama Assemblage) and a negative excursion in carbon isotopes taken as coincident with Cambrian/Ediacaran boundary.,Bowring et al. (2007)
E22,,sample 1.04 volcanic ash bed,"Corcal, Corumba - State of Mato Grosso do Sul, Brazil","19o01.067'S, 57o40.941'W","top of Tamengo Formation, Corumba Group, southern Paraguay Belt",541.85,± 0.77,± 0.97,206Pb/238U,"Five of eleven single zircon grain analyses (excluding six older grains) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Nama Assemblage,"The sedimentary succession has yielded macroscopic body fossils including the scyphozoan-like Corumbella werneri and Paraconularia, along with Cloudina lucianoi, in the upper Tamengo Formation, Nama Assemblage",Parry et al. (2017)
E21,,sample 1.08 volcanic ash bed,"Corcal, Corumba - State of Mato Grosso do Sul, Brazil","19o01.067'S, 57o40.941'W","top of Tamengo Formation, Corumba Group, southern Paraguay Belt",542.37,± 0.32,± 0.68,206Pb/238U,"Four of eight single zircon grain analyses (excluding 1 older and 3 younger grains) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Nama Assemblage,"The sedimentary succession has yielded macrofossils including the scyphozoan-like Corumbella werneri and Paraconularia, along with Cloudina lucianoi, in the upper Tamengo Formation, Nama Assemblage",Parry et al. (2017)
E20,E17,Mkz-11b volcanic ash bed,"Oman (2194.4 m depth, Mukhaizna- 11 well)","19o22'16.2""N, 56o26'13.1""E","Ara Group, 9 m below top of A3 carbonate unit",542.37,± 0.28,± 0.63,206Pb/238U,"Sample Mkz-11b just below the Precambrian*Cambrian boundary, yields ten single zircon grain analyses with a weighted mean 206Pb/238U age of 542.37 6 0.63 Ma, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Nama Assemblage,"Associated with the highest calcified Ediacaran macrofssils (Cloudina and possibly Namacalathus), Nama Assemblage",Bowring et al. (2007)
E19,E15,Minha-1A volcanic ash bed,"Oman (3988.3 m depth, Minha-1 well)","18o19'12.0""N, 55o06'19.9""E","Ara Group, 3 m above base of A3 carbonate unit",542.9,± 0.29,± 0.63,206Pb/238U,"Sample Minha-1A yields eight single zircon grain analyses with a weighted mean 206Pb/238U age of 542.90 6 0.63 Ma, utilizing CA-TIMS and the ET535 spike.",carbon isotopes,,Nama Assemblage,"Simultaneous occurrence of an extinction of Precambrian Namacalathus and Cloudina and a negative excursion in carbon isotope, Nama Assemblage",Bowring et al. (2007)
E18,E13,Asala-1 core 21 volcanic ash bed,"Oman (3847 m depth, Asala-1 well)","17o54'17.9""N, 54o27'40.8""E","Ara Group, middle of A0 carbonate unit",546.72,± 0.34,± 0.66,206Pb/238U,"Sample Asala-1 core 21 yields eight single zircon analyses with a weighted mean 206Pb/238U age of 546.72 6 0.66 Ma, utilizing CA-TIMS and an EARTHTIME-calibrated spike.",carbon isotopes,,Nama Assemblage,"Minimum age constraint on 14 per mil carbon isotope peak following the Shuram Excursion, Nama Assemblage",Bowring et al. (2007)
E17,E12,94-N-10B volcanic ash bed,"Hauchabfontein, Namibia","24o33'21.3""S, 16o06'57.9""E","Lower Hoogland Member, 270 m above the base of the Kuibis Subgroup, Nama Group",547.32,± 0.31,± 0.65,206Pb/238U,"Sample 94-N-10B yields eight single zircon grain analyses with a weighted mean 206Pb/238U age of 547.36 6 0.65 Ma, utilizing CA-TIMS and an EARTHTIME-calibrated spike.",carbon isotopes,,Nama Assemblage,"Middle of Kuibis Subgroup positive C-isotope excursion. Nama Assemblage Ediacaran macrofossils and Cloudina, Nama Assemblage",Bowring et al. (2007)
E16,E11,JIN04-2 volcanic ash bed,"Jijiawan (Jiuqunao) section, 17 km west of Maoping in Yangtze Gorges area, western Hubei Province, South China","30o48'13""N, 111o30'20""E","top of Miaohe member black shale, uppermost Doushantuo Fm",551.09,± 0.84,± 1.02,206Pb/238U,Sample JIN04-02 yields two (of ten total) single zircon grain analyses with a weighted mean 206Pb/238U age of 551.09 6 1.02 Ma. A corroborating weighted mean 207Pb/206Pb age of 548.09 6 2.61 Ma is obtained from all ten zircons [recalculated using the U decay constant ratio of Mattinson (2010)],Ediacaran fauna,,White Sea Assemblage,"Ash bed occurs at the top of late acanthomorphic acritarch assemblage and Miaohe biota, and is therefore a minimum age for Doushantuo embryos and small bilaterians, White Sea Assemblage",Condon et al. (2005)
E15,E10,Volcanic ash bed,"between Medvezhiy and Yeloviy creeks, Zimnie Gory section, White Sea region, Russia","65o28'04.3""N, 39o42'34.2""E","15-m-thick claystone unit in the lower part of sequence B, uppermost Ust-Pineg Fm",552.85,± 0.77,± 2.62,207Pb/206Pb,"Nineteen single grain and small multigrain zircon fractions yield a weighted mean 207Pb/206Pb age of 552.85 6 2.62 Ma [recalculated using the U decay constant ratio of Mattinson, (2010)]",Ediacaran fauna,,White Sea Assemblage,"Midpoint of the White Sea occurrence of Ediacaran macrofossils, including Kimberella, and Dickinsonia, White Sea Assemblage",Martin et al. (2000)
E14,,Porto Morrinhos tuff,"Porto Morrinhos - State of Mato Grosso do Sul, Brazil","19o30'24.6""S, 57o25'53.4""W","Bocaina Formation, Corumba Group, southern Paraguay Belt",555.18,± 0.34,± 0.70,206Pb/238U,"Eight single zircon grain analyses have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,,Stromatolitic dolostones and phosphorites underlying Nama Assemblage macrofossils,Parry et al. (2017)
E13,,"Park Breccia, monomagmatic volcaniclastic turbidite, sample JNC 912","cutting on the A50 road [same locality as sample CH2 of Compston et al. (2002)], Charnwood Forest, Leicestershire, England","52o41'38.6""N, 001o16'56.4""W","Park Breccia Member, basal Bradgate Formation, Maplewell Group, Charnian Supergroup",561.85,± 0.66,± 0.89,206Pb/238U,"Eleven single zircon grains have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Avalon Assemblage,"Mercian assemblage of rangiomorphs including Charnia masoni and Bradgatia linfordensis, Avalon Assemblage",Noble et al. (2015)
E12,,"vitric tuff, sample JNC 907","southern part of Bardon Hill Quarry, Charnwood Forest, Leicestershire, England","52o42'42.3""N, 001o19'28.9""W","middle Beacon Hill Formation, Maplewell Group, Charnian Supergroup",565.22,± 0.65,± 0.89,206Pb/238U,"Two of five single zircon grain analyses (excluding 3 older grains) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Avalon Assemblage,"Lowest occurrence of the Mercian assemblage represented by a single specimen of Aspidella, Avalon Assemblage",Noble et al. (2015)
E11,,"Benscliffe Breccia (pyroclastic flow), sample JNC918","Benscliffe Breccia Member at the “Pillar Rock” type 126 locality in Benscliffe Wood, Charnwood Forest, Leicestershire, England","52o42'26.5""N, 001o14'23.3""W","Benscliffe Breccia Member, basal Beacon Hill Formation, Maplewell Group, Charnian Supergroup",569.08,± 0.73,± 0.94,206Pb/238U,"Two of twelve single zircon grain analyses (excluding 1 younger and 9 older grains) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Avalon Assemblage,Avalon Assemblage,Noble et al. (2015)
E10,,"volcanic ash bed, sample MPMP33.56","Mistaken Point, eastern Trepassey Bay, Newfoundland","46o37'32.46""N, 53o9'45.88""W","33.56 m above the base of the Mistaken Point Formation, Conception Group",566.25,± 0.48,± 0.77,206Pb/238U,"Five single zircon grains have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",Ediacaran fauna,,Avalon Assemblage,"Bedding plane exposed at the base of this volcanic ash contains numerous large Ediacaran fossils including characteristic “pizza disc” ivesheadiomorphs, Avalon Assemblage",Pu et al. (2016)
E9,,"volcanic ash bed, sample Drook-2","Pigeon Cove, eastern Trepassey Bay, Newfoundland","46o41'6.94""N, 53o15'38.03""W","Drook Formation, Conception Group",570.94,± 0.46,± 0.77,206Pb/238U,"Five single zircon grains have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike",Ediacaran fauna,,Avalon Assemblage,"Bedding plane exposed at the base of this volcanic ash contains numerous large ivesheadiomorphs and spindle- shaped Ediacaran fossils, Avalon Assemblage",Pu et al. (2016)
E8,,"volcanic ash bed, sample OBJP-01","Old Bonaventure, Bonavista Peninsula, Newfoundland","48o17'2.57""N, 53o24'58.26""W","post-glacial strata; Rocky Harbour Formation, Musgravetown Group",579.24,± 0.30,± 0.69,206Pb/238U,"Nine of ten single zircon grains (excluding one older analysis) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",,,,Minimum age constraint on Gaskiers glaciation,Pu et al. (2016)
E7,,"tuffaceous diamictite, sample OBJP-03","Old Bonaventure, Bonavista Peninsula, Newfoundland","48o17'3.84""N, 53o25'4.08""W","syn-glacial strata; Trinity Diamictite, Rocky Harbour Formation, Musgravetown Group",579.35,± 0.42,± 0.75,206Pb/238U,"Four of six single zircon grains (excluding two older analyses) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",,,,Synglacial age constraint,Pu et al. (2016)
E6,,"volcanic ash bed, sample B1552-42.2","Old Bonaventure, Bonavista Peninsula, Newfoundland","48o17'3.34""N, 53o25'5.16""W","pre-glacial strata; Rocky Harbour Formation, Musgravetown Group",579.63,± 0.29,± 0.68,206Pb/238U,"Five single zircon grains have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",,,,Maximum age constraint on Gaskiers glaciation,Pu et al. (2016)
E5,,"volcanic ash bed, sample NoP-0.9","North Point, St. Mary’s Bay, Avalon Peninsula, Newfoundland","46o56'17.87""N,53o34'30.39""W","post-glacial strata; basal Drook Formation, 0.9 m above the Gaskiers Formation; Conception Group",579.88,± 0.52,± 0.81,206Pb/238U,"Five single zircon grains have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",,,,Minimum age constraint on Gaskiers glaciation,Pu et al. (2016)
E4,,"volcanic ash bed, sample GCI-neg6.55","Great Colinet Island, St. Mary’s Bay, Avalon Peninsula, Newfoundland","46o57'33.14""N, 53o43'7.82""W","pre-glacial strata; upper Mall Bay Formation, 6.55 m below the base of the Gaskiers Formation; Conception Group",580.9,± 0.53,± 0.82,206Pb/238U,"Nine single zircon grains have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",,,,Maximum age constraint on Gaskiers glaciation,Pu et al. (2016)
E3,,"volcanic ash bed, sample GCI-neg7.75","Great Colinet Island, St. Mary’s Bay, Avalon Peninsula, Newfoundland","46o57'32.69""N,53o43'8.79""W","pre-glacial strata; upper Mall Bay Formation, 7.75 m below the base of the Gaskiers Formation; Conception Group",580.34,± 0.62,± 0.88,206Pb/238U,"Eight of ten single zircon grains (excluding one younger and one older) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",,,,Maximum age constraint on Gaskiers glaciation,Pu et al. (2016)
E2,E2,YG04-2 volcanic ash bed,"Jijiawan (Jiuqunao) section, 17 km west of Maoping in Yangtze Gorges area, western Hubei Province, South China","30o48'13""N, 111o03'20""E","9.5 m above base of Doushantuo Fm, 5 m above top of Lower Dolomite Member (Nantuo Cap Carbonate)",632.48,± 0.84,± 1.02,206Pb/238U,Three (of nine total) single zircon grain analyses yield a weighted mean 206Pb/238U age using physical abrasion and the in-house MIT spike.,,,,Minimum age constraint on top of the Nantuo diamictite (Marinoan glaciation); direct constraint on basal Ediacaran cap carbonate,Condon et al. (2005)
E1,E1,YG04-15 volcanic ash bed,"Wuhe-Gaojiaxi section, south of Sandouping in Yangtze Gorges area, western Hubei Province, South China","30o48'49""N, 111o01'26""E","2.3 m above base of Doushantuo Fm, within the Lower Dolomite Member (cap carbonate)",635.26,± 0.84,± 1.07,206Pb/238U,Three (of 18 total) single zircon grain analyses have a weighted mean 206Pb/238U age using physical abrasion and the in-house MIT spike.,,,,Minimum age constraint on top of the Nantuo diamictite (Marinoan glaciation); direct constraint on basal Ediacaran cap carbonate (Marinoan deglaciation),Condon et al. (2005)
Cr4,,ES-1 gray tuffaceous mudstone,"Eshan section, eastern Yunnan Province, South China","24o12'15.66""N,102o28'31.33""E",~20 cm gray tuffaceous mudstone at the top of the Nantuo Fm,634.57,± 0.90,± 1.10,206Pb/238U,"Four of seven single zircon grain analyses (excluding two younger and one older grain) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",,,,Direct depositional age constraint on the top of the Nantuo diamictite (Marinoan glaciation),Zhou et al. (2019)
Cr3,Cr1,NAV.00.2B volcanic ash bed,"Navachab section, Damara Belt, Karibib, Namibia","21.98727oS, 15.72989oE","Kachab dropstone interval, B30 m below the base of the Keilberg cap carbonate, Ghaub Fm, Swakop Group",635.21,± 0.61,± 0.92,206Pb/238U,"An aliquot of the sample NAV.00.2B analyzed by Prave et al. (2016) yields a weighted mean 206Pb/238U age based upon the five youngest single zircon grain analyses, utilizing CA-TIMS and the ET2535 spike.",,,,direct depositional age of the glaciogenic Ghaub Formation and Marinoan glaciation on Congo craton,Hoffmann et al. (2004); Prave et al. (2016)
Cr2,,"dolomitic, fine-grained sandstone; sample R008187","southeast coast of King Island, 100 km northwest of Tasmania","39o59'11.14""S,144o07'33.34""E","0.7-m-thick transitional bed between the diamictite and lonestone-bearing sandstone and siltstone Cottons Breccia, and the overlying Cumberland Creek Dolostone, Grassy Group",≤ 636.41,± 0.45,± 0.83,206Pb/238U,"Seven of eight single zircon grains (excluding one older analysis) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET535 spike.",,,,"maximum depositional age of the upper most glaciogenic Cottons Breccia, and Marinoan deglaciation in Tasmania",Calver et al. (2013)
Cr1,,DW-1 volcanic ash bed,"Duurwater section along Fransfontein Ridge, Namibia","20.20940oS, 15.14693oE","~15 m below the base of the Keilberg cap carbonate, with in the glaciomarine Ghaub Fm, Tsumeb Subgroup, Otavi Group",639.29,± 0.31,± 0.75,206Pb/238U,"Nine of ten single zircon grains (excluding one younger analysis) have a weighted mean 206Pb/238U age, utilizing CA-TIMS and the ET2535 spike.",,,,direct depositional age of the glaciogenic Ghaub Formation and Marinoan glaciation on Congo craton; minimum age for the initiation of Marinoan glaciation,Prave et al. (2016)
